Match_id,Team,Home_Away,Outcome,Goals,Opponent,Team_penalties,Penalties_outcome,Team_points,Match_Stadium,Team_pic_urls,League,Goal_Difference,matchAttendance,matchCity,matchState,matchReferee,match_ast_referee1,match_ast_referee2,match_fourth_official,match_VAR,match_ast_VAR,Possession1,Shots2,Shots_on_Goal3,Blocked_Shots4,Total_Passes5,Passing_Accuracy6,Corners7,Crosses8,Offsides9,Duels_Won10,Won_Tackles11,Saves12,Clearances13,Fouls14,Yellow_Cards15,Red_Cards16,Overall17,Attacking_Half18,Final_Third19,Crosses20,Goals21,On_Target22,Off_Target23,Blocked24,Goals_Conceded25,Shots_Against26,Clean_Sheets27,XG_Conceded28,Interceptions29,Goals30,On_Target31,Off_Target32,Blocked33,Overall34,Attacking_Half35,Final_Third36,Crosses37
71,Minnesota,Away,L,0,Nashville,0,NA,0,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIN_logo_Full_Color_480x480.png",MLS,5,"19,915",Nashville, Tennessee,Juan Calderón,William Arrieta,Henry Antonio Pupiro,David Gómez,Diego Montaño Robles,Óscar Macías Romo,34.1,9,3,1,317,88,0,5,0,28,5,2,21,6,1,1,88,80.4,76.4,40,0,3,5,1,5,20,0,2.7,8,0,3,5,1,88,80.4,76.4,40
72,Philadelphia,Home,W,2,Queretaro,0,NA,3,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/PHI_logo_Full_Color_480x480.png",MLS,1,"17,731",Chester, PA,Mario Escobar,Luis Aroldo Ventura,Humberto Panjoj,Julio Luna,Benjamin Pineda,Ricardo Montero,43.4,20,6,6,352,76.1,4,18,2,58,12,1,7,15,1,0,76.1,69.3,70.6,31.8,2,6,8,6,1,4,0,0.2,14,2,6,8,6,76.1,69.3,70.6,31.8
72,Queretaro,Away,L,1,Philadelphia,0,NA,0,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/Liga_MX_Logo-QRO-480x480_jprftz.png",Liga MX,1,"17,731",Chester, PA,Mario Escobar,Luis Aroldo Ventura,Humberto Panjoj,Julio Luna,Benjamin Pineda,Ricardo Montero,56.6,4,2,1,480,80.8,3,9,2,59,8,4,17,15,5,1,80.8,72.8,65.7,18.2,1,2,1,1,2,20,0,0.9,9,1,2,1,1,80.8,72.8,65.7,18.2
73,LAFC,Home,L,2,Monterrey,0,NA,0,Rose Bowl,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/LAFC_logo_Full_Color_480x480.png",MLS,1,"15,649",Pasadena, California,Héctor Said Martínez,Walter López,Christian Ramirez,Raúl Castro,Ismael Cornejo,Daneion Parchment,30.9,13,7,3,273,68.5,3,8,1,58,9,6,31,14,2,0,68.5,63,62.4,18.2,2,7,3,3,3,21,0,1.7,10,2,7,3,3,68.5,63,62.4,18.2
73,Monterrey,Away,W,3,LAFC,0,NA,3,Rose Bowl,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,1,"15,649",Pasadena, California,Héctor Said Martínez,Walter López,Christian Ramirez,Raúl Castro,Ismael Cornejo,Daneion Parchment,69.1,20,8,8,612,86.6,5,25,0,54,9,4,11,10,4,0,86.6,79.9,78,31,3,8,4,8,2,13,0,1.9,9,3,8,4,8,86.6,79.9,78,31
74,Philadelphia,Home,L,1,Miami,0,NA,0,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/PHI_logo_Full_Color_480x480.png",MLS,3,"19,778",Chester, PA,Daniel Quintero Huitrón,José Ibrahim Martínez Chavarría,Pablo Israel Hernández Luna,Víctor Alfonso Cáceres Hernández,Óscar Macías Romo,Daneion Parchment,46.8,16,4,3,416,84.6,8,21,3,41,10,0,5,15,2,0,84.6,74.9,74.3,24.1,1,4,9,3,4,5,0,0.7,17,1,4,9,3,84.6,74.9,74.3,24.1
74,Miami,Away,W,4,Philadelphia,0,NA,3,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIA_logo_Full_Color_480x480.png",MLS,3,"19,778",Chester, PA,Daniel Quintero Huitrón,José Ibrahim Martínez Chavarría,Pablo Israel Hernández Luna,Víctor Alfonso Cáceres Hernández,Óscar Macías Romo,Daneion Parchment,53.2,5,4,0,501,84,0,2,1,46,11,3,23,4,1,0,84,75.9,75,50,4,4,1,0,1,16,0,1.8,8,4,4,1,0,84,75.9,75,50
75,Monterrey,Home,L,0,Nashville,0,NA,0,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,2,"27,732",Nashville, Tennessee,Walter López Castellanos,Keytzel Corrales,Helpys Feliz,Nelson Salgado,Ismael Cornejo,Ricardo Montero,61.9,22,3,10,513,88.3,10,22,0,45,10,5,15,10,3,0,88.3,81.7,81.8,24.1,0,3,9,10,2,13,0,1.1,5,0,3,9,10,88.3,81.7,81.8,24.1
75,Nashville,Away,W,2,Monterrey,0,NA,3,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,2,"27,732",Nashville, Tennessee,Walter López Castellanos,Keytzel Corrales,Helpys Feliz,Nelson Salgado,Ismael Cornejo,Ricardo Montero,38.1,13,7,2,311,83.6,6,15,3,53,6,3,32,7,2,0,83.6,66.7,68,19.1,2,7,4,2,0,22,1,1.2,9,2,7,4,2,83.6,66.7,68,19.1
76,Philadelphia,Home,W,3,Monterrey,0,NA,3,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/PHI_logo_Full_Color_480x480.png",MLS,3,"17,731",Chester, PA,Juan Calderón,William Arrieta,Henry Antonio Pupiro,Ricardo Montero,Daneion Parchment,Ismael Cornejo,45.2,14,9,1,333,80.2,9,14,1,42,11,1,10,12,0,0,80.2,66.8,66.1,39.1,3,9,4,1,0,10,1,0.5,8,3,9,4,1,80.2,66.8,66.1,39.1
76,Monterrey,Away,L,0,Philadelphia,0,NA,0,Subaru Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/liga-mx/MTY_Escudo_Rayados_estrellas_azules_waiv5t.png",Liga MX,3,"17,731",Chester, PA,Juan Calderón,William Arrieta,Henry Antonio Pupiro,Ricardo Montero,Daneion Parchment,Ismael Cornejo,54.8,10,1,2,414,86.5,1,12,0,51,11,6,19,13,1,0,86.5,79,78.2,23.1,0,1,7,2,3,14,0,2.2,5,0,1,7,2,86.5,79,78.2,23.1
77,Nashville,Home,T,1,Miami,10,L,1,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/NAS_logo_Full_Color_480x480.png",MLS,0,"30,109",Nashville, Tennessee,Ismail Elfath,Corey Parker,Kyle Atkins,Pierre-Luc Lauziere,Óscar Macías Romo,Victor Rivas,41.5,11,6,1,405,84.2,6,18,3,44,8,1,10,8,1,0,84.2,69.5,66.7,20.8,1,6,4,1,1,6,0,1,9,1,6,4,1,84.2,69.5,66.7,20.8
77,Miami,Away,T,1,Nashville,9 ,W,2,GEODIS Park,"https://images.mlssoccer.com/image/upload/w_700,h_700/assets/lc/logos/clubs/mls/MIA_logo_Full_Color_480x480.png",MLS,0,"30,109",Nashville, Tennessee,Ismail Elfath,Corey Parker,Kyle Atkins,Pierre-Luc Lauziere,Óscar Macías Romo,Victor Rivas,58.5,6,2,1,593,89.5,2,6,0,34,6,5,22,9,1,0,89.5,83.5,80.2,0,1,2,3,1,1,11,0,1.1,6,1,2,3,1,89.5,83.5,80.2,0
